customerID,gender,SeniorCitizen,tenure,TenureGroup,Contract,InternetService,MonthlyCharges,TotalCharges,AvgMonthlySpend,Churn,ChurnFlag
4111-BNXIF,Female,0,67,4-6 yrs,Two year,DSL,59.55,4103.9,60.35147058823529,No,0
7017-VFHAY,Female,0,61,4-6 yrs,Two year,Fiber optic,115.1,7008.15,113.03467741935484,No,0
6655-LHBYW,Male,0,50,4-6 yrs,One year,Fiber optic,114.35,5791.1,113.55098039215687,No,0
4959-JOSRX,Female,0,2,0-1 yr,Month-to-month,DSL,44.6,80.55,26.849999999999998,Yes,1
5046-NUHWD,Female,1,29,2-4 yrs,Month-to-month,DSL,45.0,1228.65,40.955000000000005,No,0
7273-TEFQD,Male,1,3,0-1 yr,Month-to-month,DSL,41.15,132.2,33.05,Yes,1
3606-TWKGI,Male,1,13,1-2 yrs,Month-to-month,Fiber optic,106.9,1364.3,97.45,Yes,1
7529-ZDFXI,Male,1,57,4-6 yrs,Month-to-month,Fiber optic,89.85,4925.35,84.9198275862069,No,0
7605-BDWDC,Female,0,31,2-4 yrs,Two year,DSL,49.85,1520.1,47.503125,No,0
1950-KSVVJ,Female,0,45,2-4 yrs,One year,Fiber optic,113.3,5032.25,109.39673913043478,No,0
0123-CRBRT,Female,0,61,4-6 yrs,Two year,DSL,88.1,5526.75,89.14112903225806,No,0
6292-TOSSS,Male,0,50,4-6 yrs,Two year,No,24.9,1195.25,23.436274509803923,No,0
3197-ARFOY,Female,1,19,1-2 yrs,Month-to-month,Fiber optic,105.0,2007.25,100.3625,No,0
6323-AYBRX,Male,0,59,4-6 yrs,Two year,No,19.35,1099.6,18.326666666666664,Yes,1
7014-ZZXAW,Female,0,71,4-6 yrs,Two year,No,24.25,1732.95,24.06875,No,0
4385-GZQXV,Female,1,16,1-2 yrs,Month-to-month,Fiber optic,94.45,1511.2,88.89411764705882,Yes,1
7633-MVPUY,Male,0,57,4-6 yrs,Two year,DSL,59.75,3450.15,59.48534482758621,No,0
6366-ZGQGL,Male,0,1,0-1 yr,Month-to-month,DSL,24.8,24.8,12.4,Yes,1
4716-HHKQH,Male,1,20,1-2 yrs,Month-to-month,Fiber optic,107.05,2172.05,103.43095238095239,No,0
5940-AHUHD,Male,0,1,0-1 yr,Month-to-month,Fiber optic,70.6,70.6,35.3,Yes,1
6432-TWQLB,Male,0,5,0-1 yr,Month-to-month,Fiber optic,85.4,401.1,66.85000000000001,Yes,1
4484-GLZOU,Female,0,52,4-6 yrs,Month-to-month,Fiber optic,105.05,5624.85,106.12924528301888,Yes,1
3179-GBRWV,Male,1,21,1-2 yrs,Month-to-month,DSL,64.95,1339.8,60.9,No,0
8645-KWHJO,Male,0,14,1-2 yrs,Month-to-month,DSL,55.0,771.95,51.46333333333334,No,0
4130-MZLCC,Female,0,5,0-1 yr,Month-to-month,DSL,50.55,244.75,40.791666666666664,No,0
0314-TKOSI,Female,0,6,0-1 yr,Month-to-month,DSL,55.15,322.9,46.128571428571426,No,0
8229-MYEJZ,Female,0,10,0-1 yr,Month-to-month,DSL,51.2,498.25,45.29545454545455,No,0
2080-SRCDE,Female,0,1,0-1 yr,Month-to-month,No,25.4,25.4,12.7,No,0
9577-WJVCQ,Female,0,68,4-6 yrs,Month-to-month,DSL,54.45,3687.75,53.44565217391305,No,0
9512-UIBFX,Male,0,18,1-2 yrs,Month-to-month,Fiber optic,95.15,1779.95,93.68157894736842,Yes,1
6202-DYYFX,Female,0,22,1-2 yrs,One year,Fiber optic,76.0,1783.6,77.54782608695652,No,0
3808-HFKDE,Female,0,20,1-2 yrs,Month-to-month,DSL,44.35,927.15,44.15,No,0
5583-SXDAG,Male,0,1,0-1 yr,Month-to-month,Fiber optic,70.0,70.0,35.0,Yes,1
3488-PGMQJ,Male,1,8,0-1 yr,Month-to-month,Fiber optic,74.5,606.55,67.39444444444445,Yes,1
3580-REOAC,Male,0,10,0-1 yr,Month-to-month,DSL,44.85,435.4,39.58181818181818,Yes,1
7534-BFESC,Male,1,24,1-2 yrs,Month-to-month,Fiber optic,76.1,1712.7,68.508,Yes,1
3727-OWVYD,Male,0,35,2-4 yrs,One year,DSL,61.2,2021.2,56.144444444444446,No,0
2294-SALNE,Male,0,23,1-2 yrs,One year,Fiber optic,86.8,1940.8,80.86666666666666,No,0
4847-TAJYI,Female,1,6,0-1 yr,Month-to-month,Fiber optic,89.35,567.8,81.11428571428571,No,0
1563-IWQEX,Female,0,12,0-1 yr,Month-to-month,No,19.7,220.35,16.95,No,0
8203-XJZRC,Male,0,1,0-1 yr,Month-to-month,No,20.25,20.25,10.125,No,0
6556-DBKZF,Female,0,71,4-6 yrs,Two year,Fiber optic,76.05,5436.45,75.50625,No,0
6851-WEFYX,Male,1,35,2-4 yrs,Month-to-month,Fiber optic,100.8,3437.5,95.48611111111111,No,0
2985-JUUBZ,Male,0,40,2-4 yrs,Month-to-month,DSL,74.55,3015.75,73.5548780487805,No,0
6390-DSAZX,Female,0,1,0-1 yr,Month-to-month,Fiber optic,73.6,73.6,36.8,Yes,1
0895-LMRSF,Male,0,23,1-2 yrs,One year,DSL,64.9,1509.8,62.90833333333333,No,0
8098-LLAZX,Female,1,4,0-1 yr,Month-to-month,Fiber optic,95.45,396.1,79.22,Yes,1
8266-VBFQL,Male,0,4,0-1 yr,Month-to-month,Fiber optic,90.4,356.65,71.33,No,0
8181-YHCMF,Female,0,68,4-6 yrs,Two year,DSL,60.3,4109.0,59.55072463768116,No,0
2240-HSJQD,Male,0,38,2-4 yrs,Month-to-month,Fiber optic,81.85,3141.7,80.55641025641025,No,0
1248-DYXUB,Male,0,52,4-6 yrs,Two year,No,24.8,1229.1,23.19056603773585,No,0
0265-EDXBD,Male,1,32,2-4 yrs,Month-to-month,Fiber optic,74.9,2303.35,69.79848484848485,Yes,1
4115-BNPJY,Male,0,29,2-4 yrs,Two year,DSL,75.55,2054.4,68.48,No,0
3167-SNQPL,Male,1,38,2-4 yrs,Month-to-month,Fiber optic,101.15,3741.85,95.94487179487179,No,0
4091-TVOCN,Male,0,48,2-4 yrs,One year,DSL,78.75,3682.45,75.15204081632653,No,0
1098-TDVUQ,Female,0,1,0-1 yr,Month-to-month,No,19.25,19.25,9.625,No,0
7277-OZCGZ,Female,0,22,1-2 yrs,Month-to-month,Fiber optic,89.05,1886.25,82.01086956521739,No,0
1557-EMYVT,Female,0,43,2-4 yrs,Two year,Fiber optic,115.05,4895.1,111.25227272727274,No,0
2799-ARNLO,Female,1,5,0-1 yr,Month-to-month,Fiber optic,69.35,341.6,56.93333333333334,No,0
7563-BIUPC,Male,0,5,0-1 yr,Month-to-month,Fiber optic,80.6,415.55,69.25833333333334,Yes,1
5027-YOCXN,Male,0,51,4-6 yrs,One year,Fiber optic,110.05,5686.4,109.35384615384615,No,0
3973-SKMLN,Male,0,71,4-6 yrs,Two year,No,19.9,1355.1,18.820833333333333,No,0
2321-OMBXY,Female,0,38,2-4 yrs,One year,DSL,80.3,3058.65,78.42692307692307,Yes,1
2840-XANRC,Male,1,24,1-2 yrs,Month-to-month,Fiber optic,93.15,2231.05,89.242,Yes,1
6745-JEFZB,Male,0,35,2-4 yrs,Month-to-month,Fiber optic,91.5,3236.35,89.89861111111111,No,0
5020-ZSTTY,Female,1,54,4-6 yrs,One year,DSL,82.45,4350.1,79.09272727272727,Yes,1
9880-TDQAC,Female,0,72,4-6 yrs,Two year,DSL,60.0,4264.0,58.41095890410959,No,0
8705-WZCYL,Male,0,1,0-1 yr,Month-to-month,DSL,44.8,44.8,22.4,No,0
7102-JJVTX,Female,0,9,0-1 yr,One year,DSL,48.6,422.3,42.230000000000004,No,0
8626-PTQGE,Male,0,69,4-6 yrs,Two year,DSL,60.05,4176.7,59.667142857142856,No,0
4983-CLMLV,Female,0,52,4-6 yrs,Month-to-month,Fiber optic,102.7,5138.1,96.94528301886793,No,0
5701-YVSVF,Female,1,11,0-1 yr,Month-to-month,Fiber optic,82.9,880.05,73.33749999999999,No,0
5804-LEPIM,Female,1,2,0-1 yr,Month-to-month,Fiber optic,70.35,139.05,46.35,Yes,1
5697-GOMBF,Female,1,28,2-4 yrs,Month-to-month,DSL,35.9,973.65,33.574137931034485,No,0
2739-CACDQ,Female,1,17,1-2 yrs,Month-to-month,Fiber optic,82.65,1470.05,81.66944444444444,No,0
9385-EHGDO,Female,0,35,2-4 yrs,Two year,No,19.85,739.35,20.5375,No,0
9498-FIMXL,Female,0,8,0-1 yr,One year,No,19.2,161.95,17.994444444444444,No,0
2379-GYFLQ,Male,0,46,2-4 yrs,One year,Fiber optic,94.9,4422.95,94.10531914893616,No,0
0122-OAHPZ,Female,0,7,0-1 yr,Month-to-month,Fiber optic,73.85,511.25,63.90625,Yes,1
2868-SNELZ,Female,0,2,0-1 yr,Month-to-month,Fiber optic,80.6,155.8,51.93333333333334,Yes,1
4322-RCYMT,Male,0,68,4-6 yrs,One year,DSL,75.8,5293.95,76.72391304347826,Yes,1
6680-NENYN,Female,0,43,2-4 yrs,Two year,Fiber optic,104.6,4759.85,108.1784090909091,Yes,1
2088-IEBAU,Female,0,68,4-6 yrs,Two year,DSL,88.15,6148.45,89.10797101449275,No,0
7982-VCELR,Female,0,36,2-4 yrs,Month-to-month,Fiber optic,94.8,3565.65,96.36891891891892,No,0
1343-EHPYB,Male,0,63,4-6 yrs,Month-to-month,Fiber optic,103.4,6603.0,103.171875,Yes,1
6035-BXTTY,Female,1,32,2-4 yrs,Month-to-month,DSL,54.65,1830.1,55.45757575757575,No,0
6885-PKOAM,Female,0,71,4-6 yrs,Two year,DSL,85.75,6223.8,86.44166666666666,No,0
7520-HQWJU,Female,0,66,4-6 yrs,Month-to-month,DSL,67.45,4508.65,67.29328358208954,No,0
9639-BUJXT,Male,0,63,4-6 yrs,One year,No,20.5,1328.15,20.75234375,No,0
5924-SNGKP,Female,0,41,2-4 yrs,One year,No,20.25,865.0,20.595238095238095,No,0
0021-IKXGC,Female,1,1,0-1 yr,Month-to-month,Fiber optic,72.1,72.1,36.05,No,0
2034-GDRCN,Female,0,2,0-1 yr,Month-to-month,Fiber optic,90.4,168.2,56.06666666666666,Yes,1
8966-SNIZF,Female,0,70,4-6 yrs,Two year,No,19.45,1303.5,18.359154929577464,No,0
6243-OZGFH,Female,0,23,1-2 yrs,Month-to-month,DSL,44.95,996.85,41.53541666666667,No,0
4654-DLAMQ,Female,1,64,4-6 yrs,One year,Fiber optic,97.0,6430.9,98.93692307692307,No,0
0513-RBGPE,Male,0,37,2-4 yrs,Two year,DSL,62.8,2278.75,59.9671052631579,No,0
5160-UXJED,Male,0,17,1-2 yrs,One year,DSL,44.6,681.4,37.855555555555554,No,0
4115-NZRKS,Female,1,7,0-1 yr,Month-to-month,Fiber optic,89.15,574.35,71.79375,No,0
0219-YTZUE,Male,0,4,0-1 yr,Month-to-month,Fiber optic,84.8,371.9,74.38,Yes,1
0623-IIHUG,Female,1,21,1-2 yrs,Month-to-month,DSL,41.9,840.1,38.18636363636364,Yes,1
4572-DVCGN,Female,0,10,0-1 yr,Month-to-month,Fiber optic,80.25,846.0,76.9090909090909,Yes,1
3351-NGXYI,Female,1,16,1-2 yrs,Month-to-month,DSL,54.1,889.0,52.294117647058826,No,0
8984-EYLLL,Male,0,64,4-6 yrs,Two year,Fiber optic,105.25,6823.4,104.97538461538461,No,0
9057-MSWCO,Male,1,27,2-4 yrs,Month-to-month,DSL,30.75,805.1,28.75357142857143,Yes,1
9833-TGFHX,Male,0,42,2-4 yrs,One year,Fiber optic,97.1,4016.75,93.41279069767442,No,0
9294-TDIPC,Male,0,5,0-1 yr,Month-to-month,No,20.2,83.75,13.958333333333334,No,0
5229-DTFYB,Female,0,41,2-4 yrs,Two year,Fiber optic,98.8,3959.15,94.26547619047619,No,0
0104-PPXDV,Male,0,58,4-6 yrs,One year,DSL,50.3,2878.55,48.78898305084746,No,0
5176-LMJXE,Female,0,47,2-4 yrs,Two year,No,20.55,945.7,19.702083333333334,No,0
3583-KRKMD,Male,0,18,1-2 yrs,Month-to-month,Fiber optic,75.9,1373.05,72.26578947368421,No,0
1010-DIAUQ,Male,0,5,0-1 yr,Month-to-month,Fiber optic,96.5,492.55,82.09166666666667,Yes,1
9069-LGEUL,Male,0,23,1-2 yrs,Month-to-month,DSL,59.95,1406.0,58.583333333333336,No,0
7302-ZHMHP,Female,0,1,0-1 yr,Month-to-month,No,19.15,19.15,9.575,No,0
9571-EDEBV,Male,0,71,4-6 yrs,One year,Fiber optic,98.65,6962.85,96.70625000000001,No,0
3520-FJGCV,Male,0,72,4-6 yrs,Two year,Fiber optic,112.6,8126.65,111.32397260273972,No,0
6563-VRERX,Male,0,33,2-4 yrs,One year,No,20.6,690.25,20.301470588235293,No,0
0259-GBZSH,Male,0,2,0-1 yr,Month-to-month,Fiber optic,85.65,181.5,60.5,Yes,1
6122-EFVKN,Male,0,24,1-2 yrs,Two year,DSL,35.75,830.8,33.232,No,0
2805-EDJPQ,Female,0,56,4-6 yrs,One year,Fiber optic,99.75,5608.4,98.39298245614034,No,0
6862-CQUMB,Male,0,37,2-4 yrs,Month-to-month,Fiber optic,96.1,3646.8,95.96842105263158,No,0
7156-MXBJE,Female,0,43,2-4 yrs,One year,DSL,85.1,3662.25,83.23295454545455,No,0
6158-HDPXZ,Male,0,1,0-1 yr,Month-to-month,DSL,25.35,25.35,12.675,No,0
9601-BRXPO,Female,0,25,2-4 yrs,Month-to-month,Fiber optic,104.95,2566.5,98.71153846153847,Yes,1
2863-IMQDR,Female,0,61,4-6 yrs,Two year,DSL,89.65,5308.7,85.6241935483871,No,0
5686-CMAWK,Male,0,17,1-2 yrs,One year,Fiber optic,86.75,1410.25,78.34722222222223,No,0
5651-CRHKQ,Female,0,41,2-4 yrs,One year,Fiber optic,86.2,3339.05,79.50119047619049,No,0
6905-NIQIN,Male,0,1,0-1 yr,Month-to-month,DSL,50.65,50.65,25.325,Yes,1
8204-YJCLA,Male,1,72,4-6 yrs,Two year,DSL,64.8,4732.35,64.82671232876713,No,0
5167-ZFFMM,Male,0,1,0-1 yr,Month-to-month,Fiber optic,90.85,90.85,45.425,Yes,1
6583-SZVGP,Male,0,48,2-4 yrs,Two year,Fiber optic,108.1,5067.45,103.41734693877551,No,0
4895-TMWIR,Male,1,11,0-1 yr,Month-to-month,No,19.95,214.75,17.895833333333332,Yes,1
0533-BNWKF,Female,1,55,4-6 yrs,Month-to-month,Fiber optic,85.45,4874.7,87.04821428571428,Yes,1
1708-PBBOA,Female,0,42,2-4 yrs,One year,DSL,54.75,2348.45,54.61511627906976,No,0
8782-LKFPK,Male,0,44,2-4 yrs,Month-to-month,Fiber optic,90.4,4063.0,90.28888888888889,No,0
5522-JBWMO,Male,0,1,0-1 yr,Month-to-month,DSL,44.0,44.0,22.0,No,0
3597-MVHJT,Female,0,27,2-4 yrs,Month-to-month,Fiber optic,95.6,2595.25,92.6875,No,0
9774-NRNAU,Male,1,27,2-4 yrs,Month-to-month,DSL,84.8,2309.55,82.48392857142858,No,0
0224-RLWWD,Female,1,2,0-1 yr,Month-to-month,DSL,44.3,89.3,29.766666666666666,No,0
9967-ATRFS,Female,0,19,1-2 yrs,Month-to-month,No,19.9,367.55,18.3775,No,0
3951-NJCVI,Female,1,42,2-4 yrs,Month-to-month,Fiber optic,95.05,3944.5,91.73255813953489,No,0
2977-CEBSX,Female,0,66,4-6 yrs,Two year,DSL,90.05,5965.95,89.04402985074627,No,0
0177-PXBAT,Male,1,33,2-4 yrs,Month-to-month,Fiber optic,109.9,3694.7,108.66764705882352,No,0
6599-CEBNN,Female,0,34,2-4 yrs,Month-to-month,Fiber optic,73.95,2524.45,72.12714285714286,Yes,1
2519-ERQOJ,Male,1,33,2-4 yrs,Month-to-month,DSL,54.6,1803.7,53.050000000000004,No,0
5876-QMYLD,Female,0,23,1-2 yrs,One year,No,20.05,415.1,17.295833333333334,No,0
2277-AXSDC,Female,0,32,2-4 yrs,One year,No,19.75,624.15,18.913636363636364,No,0
9442-JTWDL,Female,0,11,0-1 yr,One year,No,20.05,237.7,19.808333333333334,No,0
0979-PHULV,Male,0,69,4-6 yrs,Month-to-month,Fiber optic,99.45,7007.6,100.10857142857144,Yes,1
3067-SVMTC,Female,0,68,4-6 yrs,One year,DSL,55.9,3848.8,55.77971014492754,No,0
5495-GPSRW,Male,0,20,1-2 yrs,Two year,No,19.7,419.4,19.97142857142857,No,0
7606-BPHHN,Male,0,72,4-6 yrs,Two year,No,19.8,1468.75,20.11986301369863,No,0
4742-DRORA,Male,0,60,4-6 yrs,One year,Fiber optic,95.4,5812.0,95.27868852459017,No,0
0111-KLBQG,Male,1,32,2-4 yrs,Month-to-month,Fiber optic,93.95,2861.45,86.71060606060605,No,0
4800-VHZKI,Female,0,1,0-1 yr,Month-to-month,No,19.9,19.9,9.95,Yes,1
7989-CHGTL,Male,0,1,0-1 yr,Month-to-month,No,19.6,19.6,9.8,Yes,1
0334-GDDSO,Male,1,3,0-1 yr,Month-to-month,Fiber optic,81.35,233.7,58.425,Yes,1
4163-NCJAK,Female,0,46,2-4 yrs,One year,No,24.45,1066.15,22.684042553191492,No,0
5233-AOZUF,Female,0,29,2-4 yrs,Month-to-month,Fiber optic,74.95,2149.05,71.635,No,0
5973-EJGDP,Male,0,51,4-6 yrs,Month-to-month,Fiber optic,87.35,4473.0,86.01923076923077,No,0
1996-DBMUS,Female,1,48,2-4 yrs,Month-to-month,Fiber optic,70.65,3545.05,72.34795918367347,No,0
7916-VCCPB,Female,0,16,1-2 yrs,Month-to-month,Fiber optic,73.25,1195.75,70.33823529411765,No,0
4686-GEFRM,Male,0,70,4-6 yrs,Two year,Fiber optic,98.7,6858.9,96.60422535211266,No,0
5249-QYHEX,Female,0,40,2-4 yrs,Two year,No,24.8,1024.7,24.992682926829268,No,0
0578-SKVMF,Female,0,22,1-2 yrs,Month-to-month,Fiber optic,83.3,1845.9,80.25652173913043,Yes,1
5564-NEMQO,Female,1,1,0-1 yr,Month-to-month,Fiber optic,75.3,75.3,37.65,Yes,1
2233-FAGXV,Female,0,5,0-1 yr,Month-to-month,No,24.3,132.25,22.041666666666668,No,0
5605-IYGFG,Female,0,7,0-1 yr,Month-to-month,Fiber optic,69.85,515.45,64.43125,No,0
7663-ZTEGJ,Male,0,29,2-4 yrs,One year,Fiber optic,100.55,2830.45,94.34833333333333,No,0
3935-TBRZZ,Male,0,44,2-4 yrs,One year,No,25.7,1110.5,24.677777777777777,No,0
8111-BKVDS,Female,0,10,0-1 yr,Month-to-month,DSL,40.7,449.3,40.845454545454544,No,0
2055-SIFSS,Female,1,55,4-6 yrs,Month-to-month,DSL,51.65,2838.55,50.68839285714286,No,0
2806-MLNTI,Male,1,52,4-6 yrs,One year,Fiber optic,105.1,5376.4,101.44150943396225,No,0
8734-DKSTZ,Female,0,10,0-1 yr,Month-to-month,Fiber optic,85.95,858.6,78.05454545454546,No,0
4360-PNRQB,Male,0,18,1-2 yrs,Month-to-month,Fiber optic,75.6,1395.05,73.42368421052632,No,0
6152-ONASV,Female,0,68,4-6 yrs,One year,DSL,58.25,3975.7,57.618840579710145,No,0
9063-ZGTUY,Female,0,61,4-6 yrs,Month-to-month,No,19.4,1182.55,19.073387096774194,Yes,1
7781-HVGMK,Female,0,72,4-6 yrs,Two year,DSL,65.2,4784.45,65.5404109589041,No,0
2181-UAESM,Male,0,2,0-1 yr,Month-to-month,DSL,53.45,119.5,39.833333333333336,No,0
2957-LOLHO,Male,0,12,0-1 yr,Month-to-month,DSL,45.4,518.9,39.91538461538461,Yes,1
6048-NJXHX,Male,0,41,2-4 yrs,Two year,No,19.75,899.45,21.41547619047619,No,0
2320-SLKMB,Female,0,26,2-4 yrs,Month-to-month,DSL,44.45,1183.8,43.84444444444444,No,0
4980-URKXC,Male,0,36,2-4 yrs,One year,No,20.85,720.05,19.46081081081081,No,0
4376-KFVRS,Male,0,72,4-6 yrs,Two year,Fiber optic,114.05,8468.2,116.00273972602741,No,0
5886-VLQVU,Male,0,35,2-4 yrs,Month-to-month,Fiber optic,89.85,3161.2,87.8111111111111,No,0
3577-AMVUX,Male,0,1,0-1 yr,Month-to-month,DSL,55.05,55.05,27.525,No,0
0771-WLCLA,Female,0,16,1-2 yrs,Month-to-month,Fiber optic,112.95,1882.55,110.73823529411764,No,0
5628-RKIFK,Female,1,49,4-6 yrs,Month-to-month,Fiber optic,101.55,5070.4,101.40799999999999,No,0
0206-TBWLC,Female,0,54,4-6 yrs,One year,Fiber optic,114.65,6049.5,109.99090909090908,No,0
2937-FTHUR,Female,0,18,1-2 yrs,Month-to-month,DSL,64.8,1166.7,61.40526315789474,No,0
1910-FMXJM,Female,0,36,2-4 yrs,Month-to-month,Fiber optic,80.4,2937.65,79.39594594594595,No,0
7752-XUSCI,Female,0,60,4-6 yrs,Month-to-month,Fiber optic,105.9,6396.45,104.85983606557377,Yes,1
4110-PFEUZ,Female,0,1,0-1 yr,Month-to-month,Fiber optic,69.55,69.55,34.775,Yes,1
0732-OCQOC,Female,0,52,4-6 yrs,Two year,No,25.05,1270.25,23.96698113207547,No,0
5168-MSWXT,Male,0,8,0-1 yr,Month-to-month,Fiber optic,94.75,759.55,84.39444444444445,No,0
1090-ESELR,Male,0,72,4-6 yrs,Two year,Fiber optic,105.5,7611.55,104.26780821917808,No,0
8592-PLTMQ,Female,0,64,4-6 yrs,One year,No,24.7,1642.75,25.273076923076925,No,0
5760-WRAHC,Female,1,22,1-2 yrs,Month-to-month,DSL,69.75,1545.4,67.19130434782609,No,0
8847-GEOOQ,Male,0,60,4-6 yrs,Month-to-month,DSL,60.2,3582.4,58.72786885245902,No,0
0256-LTHVJ,Female,0,28,2-4 yrs,Month-to-month,Fiber optic,81.05,2227.1,76.79655172413793,Yes,1
4785-FCIFB,Female,0,61,4-6 yrs,Two year,No,24.4,1417.9,22.86935483870968,No,0
8313-NDOIA,Female,0,24,1-2 yrs,Month-to-month,Fiber optic,104.15,2494.65,99.786,No,0
5149-CUZUJ,Male,0,28,2-4 yrs,One year,Fiber optic,92.9,2768.35,95.4603448275862,No,0
0942-KOWSM,Female,0,30,2-4 yrs,Two year,DSL,80.8,2369.3,76.42903225806452,No,0
4237-CLSMM,Male,0,2,0-1 yr,Month-to-month,No,20.0,38.0,12.666666666666666,No,0
1452-VOQCH,Male,0,1,0-1 yr,Month-to-month,Fiber optic,75.1,75.1,37.55,No,0
4719-UMSIY,Male,0,6,0-1 yr,Month-to-month,No,19.65,100.9,14.414285714285715,No,0
6614-VBEGU,Female,0,24,1-2 yrs,Month-to-month,DSL,69.45,1614.05,64.562,No,0
0880-TKATG,Male,0,4,0-1 yr,Month-to-month,Fiber optic,101.15,385.9,77.17999999999999,Yes,1
3811-VBYBZ,Male,0,7,0-1 yr,Month-to-month,Fiber optic,99.8,673.25,84.15625,Yes,1
1480-BKXGA,Male,1,72,4-6 yrs,Two year,Fiber optic,116.05,8404.9,115.13561643835617,No,0
2996-XAUVF,Male,0,70,4-6 yrs,Two year,DSL,40.05,2799.75,39.433098591549296,No,0
9076-AXYIK,Male,1,64,4-6 yrs,Two year,Fiber optic,102.1,6538.45,100.59153846153846,No,0
5968-XQIVE,Male,0,72,4-6 yrs,One year,Fiber optic,89.7,6588.95,90.2595890410959,No,0
8896-RAZCR,Female,0,44,2-4 yrs,Two year,No,19.9,868.1,19.29111111111111,No,0
4640-UHDOS,Female,0,13,1-2 yrs,Month-to-month,DSL,55.95,734.35,52.45357142857143,Yes,1
4933-IKULF,Female,1,17,1-2 yrs,One year,No,20.65,330.6,18.366666666666667,No,0
3583-EKAPL,Male,0,1,0-1 yr,Month-to-month,DSL,55.0,55.0,27.5,Yes,1
1304-BCCFO,Male,0,9,0-1 yr,Month-to-month,DSL,70.05,564.4,56.44,No,0
4104-PVRPS,Male,0,24,1-2 yrs,Month-to-month,DSL,53.6,1315.35,52.614,No,0
9399-APLBT,Female,0,1,0-1 yr,Month-to-month,Fiber optic,74.7,74.7,37.35,Yes,1
2359-KMGLI,Male,0,24,1-2 yrs,Month-to-month,Fiber optic,80.25,1861.5,74.46,Yes,1
3780-DDGSE,Male,1,35,2-4 yrs,Month-to-month,DSL,76.05,2747.2,76.3111111111111,No,0
4431-EDMIQ,Female,0,7,0-1 yr,Month-to-month,DSL,75.7,554.05,69.25625,No,0
0306-JAELE,Male,0,5,0-1 yr,Month-to-month,Fiber optic,96.1,453.4,75.56666666666666,Yes,1
6227-HWPWX,Female,0,15,1-2 yrs,Month-to-month,Fiber optic,69.0,994.8,62.175,Yes,1
0486-LGCCH,Male,0,11,0-1 yr,Two year,No,19.65,225.75,18.8125,No,0
0447-BEMNG,Female,0,48,2-4 yrs,Month-to-month,DSL,45.3,2145.0,43.775510204081634,Yes,1
4612-SSVHJ,Female,1,20,1-2 yrs,Month-to-month,Fiber optic,81.45,1671.6,79.6,No,0
5168-MQQCA,Female,0,72,4-6 yrs,One year,Fiber optic,108.5,8003.8,109.64109589041097,No,0
5949-XIKAE,Female,0,8,0-1 yr,Month-to-month,Fiber optic,83.55,680.05,75.5611111111111,Yes,1
7971-HLVXI,Male,0,72,4-6 yrs,Two year,Fiber optic,84.5,6130.85,83.98424657534247,No,0
9094-AZPHK,Female,0,15,1-2 yrs,Month-to-month,Fiber optic,100.15,1415.0,88.4375,No,0
3649-JPUGY,Male,0,72,4-6 yrs,Two year,DSL,88.6,6201.95,84.95821917808219,No,0
4472-LVYGI,Female,0,0,,Two year,DSL,52.55,1397.475,1397.475,No,0
8372-JUXUI,Male,0,1,0-1 yr,Month-to-month,Fiber optic,74.35,74.35,37.175,Yes,1
3552-CTCYF,Male,0,63,4-6 yrs,Two year,Fiber optic,104.8,6597.25,103.08203125,No,0
6778-YSNIH,Female,0,2,0-1 yr,Month-to-month,DSL,59.0,114.15,38.050000000000004,No,0
0388-EOPEX,Female,0,2,0-1 yr,Month-to-month,Fiber optic,74.4,139.4,46.46666666666667,Yes,1
5756-OZRIO,Male,1,61,4-6 yrs,One year,DSL,64.05,3902.6,62.94516129032258,No,0
6579-JPICP,Male,0,1,0-1 yr,Month-to-month,No,20.4,20.4,10.2,No,0
8205-OTCHB,Male,0,22,1-2 yrs,One year,DSL,43.75,903.6,39.28695652173913,Yes,1
4134-BSXLX,Male,0,28,2-4 yrs,Month-to-month,DSL,60.9,1785.65,61.574137931034485,No,0
0505-SPOOW,Female,0,70,4-6 yrs,Two year,No,19.8,1397.65,19.685211267605634,No,0
6235-VDHOM,Female,1,5,0-1 yr,Month-to-month,DSL,28.45,131.05,21.84166666666667,Yes,1
7783-YKGDV,Female,0,12,0-1 yr,Month-to-month,Fiber optic,99.7,1238.45,95.26538461538462,Yes,1
4374-YMUSQ,Male,0,34,2-4 yrs,One year,Fiber optic,116.25,3899.05,111.40142857142858,No,0
4513-CXYIX,Female,1,71,4-6 yrs,Two year,Fiber optic,80.7,5676.0,78.83333333333333,No,0
3957-HHLMR,Female,0,70,4-6 yrs,One year,DSL,65.2,4543.15,63.98802816901408,No,0
7803-XOCCZ,Female,0,52,4-6 yrs,Month-to-month,Fiber optic,84.05,4326.8,81.63773584905661,No,0
5736-YEJAX,Male,0,69,4-6 yrs,Two year,DSL,79.45,5502.55,78.60785714285714,No,0
5609-CEBID,Female,1,20,1-2 yrs,Month-to-month,Fiber optic,94.1,1782.4,84.87619047619049,Yes,1
8981-FJGLA,Male,0,11,0-1 yr,Month-to-month,Fiber optic,78.0,851.8,70.98333333333333,No,0
7218-HKQFK,Male,0,2,0-1 yr,Month-to-month,Fiber optic,94.2,167.5,55.833333333333336,Yes,1
4636-QRJKY,Female,0,6,0-1 yr,Month-to-month,Fiber optic,80.5,502.85,71.83571428571429,Yes,1
